web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1583619929-2967","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@bader79a","BADER","باقي ايقاف اللائحة الظالمة 
وعودة  #العلاوه_السنويه16 بدون شروط حسب نظام الدولة","2","91","71","1563641212000","9:46 AM - 20 Jul 2019","/bader79a/status/1152620902196142086"
"1583619929-2612","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","تحت رعاية #أمير_الرياض.. #وزارة_التعليم تدشن مدارس #الطفولة_المبكرة... وتفتتح أول مبنى مدرسي من المشروعات الصينية المتعثرة
https://www.moe.gov.sa/ar/news/Pages/e-k-1440-3.aspx …pic.twitter.com/UsYj9kSz4A","16","155","117","1567106799000","12:26 PM - 29 Aug 2019","/moe_gov_sa/status/1167156628472389638"
"1583619929-2711","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@edueast_sa","إدارة تعليم الشرقية","عُدتم و عودًا حميدًا لكل معلم ومعلمة في #تعليم_الشرقية 
#معًا_نبدأ  على بركة الله 
يدًا بيد  يحدونا حب العلم 
و رؤية طموحة 
وشموخ وطن. 

@moe_gov_sa 
@Media_M_Epic.twitter.com/6n9AgH8mkw","27","122","96","1566655223000","7:00 AM - 24 Aug 2019","/edueast_sa/status/1165262581440876544"
"1583619929-2684","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","مدارس #الطفولة_المبكرة تنسجم مع قرار #مجلس_الوزراء و #رؤية_2030 الهادفة إلى تحسين #جودة_التعليم وحصول كل طفل على فرص التعليم الجيد وفق خيارات متنوعة.pic.twitter.com/huftf3EE4L","130","814","594","1566745255000","8:00 AM - 25 Aug 2019","/moe_gov_sa/status/1165640200908918785"
"1583619929-2621","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","#وزارة_التعليم تدعو الخريجين والخريجات للتقدم على ""وظائف إدارية""
https://www.moe.gov.sa/ar/news/Pages/173-m-5.aspx …pic.twitter.com/3VGe0f44Mq","364","1.0K","1.1K","1567061819000","11:56 PM - 28 Aug 2019","/moe_gov_sa/status/1166967969051795457"
"1583619929-2907","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@jazanedu","إدارة تعليم جازان","قرار إداري |

#تعليم_جازان 

@moe_gov_sa pic.twitter.com/M3GIJH7Bmb","6","32","36","1563997449000","12:44 PM - 24 Jul 2019","/jazanedu/status/1154115069669715968"
"1583619929-2985","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@FatenLahham","Faten Lahham","Very well said.. 100% agree","","","1","1563512499000","10:01 PM - 18 Jul 2019","/FatenLahham/status/1152081043182116866"
"1583619929-2744","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@meso202015","ابداع معلمه 🌟 创意老师.","بارك الله بجهودكم
@oihm1 @minister_moe_sa @moe_gov_sa @Media_M_E #تعليم_تبوكpic.twitter.com/sIYt7oHg3q","","10","12","1566410359000","10:59 AM - 21 Aug 2019","/meso202015/status/1164235546748583936"
"1583619929-2877","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@2_hasnaa","﮼طموحنا ﮼عنان ﮼السماء ﮼  🇸🇦 2️⃣ 0️⃣","جهود موفقة وتهانينا لمن شملتهم الترقية #الملف_الإعلامي_بوزارة_التعليم #تعليم_شرورة @jf_moe @Media_M_Epic.twitter.com/1vXZhNAEqX","","2","11","1564338683000","11:31 AM - 28 Jul 2019","/2_hasnaa/status/1155546306921807873"
"1583619929-2627","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@Abu_Rayn8","ضيف الله بن أحمد الغامدي","مبارك للبروف احمد الجهيمي هذا التكليف حفظه الله جمع العلم والخلق والأدب زاده الله توفيقا وسدادا وبارك في علمه وعمله ووفقه لكل خيرhttps://twitter.com/_Ahmed_shamrani/status/1166769567198253057?s=19 …","6","10","9","1567019806000","12:16 PM - 28 Aug 2019","/Abu_Rayn8/status/1166791751471902721"
"1583619929-2853","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@najlaa_alshaman","نجلاء سليمان الشامان","نسعد بزيارة سعادة الأستاذة سمر ذياب أبو زيد مشرفة عموم في المركز الوطني المهني التعليمي بالوزارة لمنطقة تبوك فأهلاً وسهلاً 
@moe_gov_sa 
@tabuk_edu
#التدريب_الصيفي","","13","23","1564649634000","1:53 AM - 1 Aug 2019","/najlaa_alshaman/status/1156850529198325760"
"1583619929-3047","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@fawzih_f","ام بسام","١-لايحق لغيرالمعلمين التعزيز للائحة الجديدة  
٢-أعيدوا الحقوق لاصحابها قبل تطبيق اللائحةلأن مابني على باطل فهو باطل 
٣-ماهي علاقة تطويرالتعليم براتب المعلم الذي يعد الأقل عالميا 
٤-المسميات في الائحةلاتتناسب مع الواقع فالمعلم الخبير فعليا أصبح معلم مساعد وهذا تحطيم وليس تحفيز","5","37","34","1562890123000","5:08 PM - 11 Jul 2019","/fawzih_f/status/1149470607752351744"
"1583619929-3138","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@Med2015Abrar","مدرسةالحي ث.الابرار","#إجازتي4
@nsclubs @moe_gov_sa @madinaedu @Media_M_E 
تمرين خاص بين مدرب الكاراتيه الكابتن عمر ومدرب التايكوندو الكابتن زياد يتمركز على دقة التصويبpic.twitter.com/8c3KK2Q8E9","","8","9","1562000813000","10:06 AM - 1 Jul 2019","/Med2015Abrar/status/1145740569551020036"
"1583619929-2710","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@mo0n500","﮼همس،الههجير","#العلاوه_السنويه58
د حمد وزيرنا وزير التعليم ..
انت مكلف بامورنا من قبل الملك
واقسمت امام الملك ..
كرسيك هو تكليف وليس تشريف
انت مسوؤل امام الله عن جميع المعلمين والمعلمات ..
ونحن لانرضى بهذه اللائحة الظالمه
@aleissaahmed
@ETEC_SA
@minister_moe_sa
@DrHzaman
@moe_gov_sa
@SaudiMCSpic.twitter.com/uEl3QUvFO9","3","74","48","1566655805000","7:10 AM - 24 Aug 2019","/mo0n500/status/1165265023226327040"
"1583619929-2880","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@Sharuraheduca11","التطوير المهني بإدارة تعليم شرورة (بنين -بنات)","ولازال للفائدة ،والمتعة ،والإبداع بقيــة 
خلال الأيام القادمة مع نخبةمن المدربات المبدعات بـمركز التدريب التربوي والتطوير المهني( بنات )

  خطة الأسبوع الرابع والأخير من برامج #التدريب_الصيفي في #تعليم_شرورة 
 @moe_gov_sa pic.twitter.com/zx5EOxwYnb","","5","8","1564200187000","9:03 PM - 26 Jul 2019","/Sharuraheduca11/status/1154965415237509120"
"1583619929-2987","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@Nadi7q","النادي الصيفي الاول بالقريات","وبكل حب ..نفذ النادي الموسمي الاول الصيفي رحله الى منتزه دنيا الفرح بالقريات  ضمن نشاطات النادي المقرره هذا العام وبتعاون المسارات الاربعةمديرة النادي سلمى البلوي منسقة الاعلام / حوري السهر @e3lam_trbwe @guriatedu_gov @supervisionedu @moe_gov_sa @gsm_alnashat554pic.twitter.com/ljGZHtfhlX","1","5","10","1563487933000","3:12 PM - 18 Jul 2019","/Nadi7q/status/1151978005843140609"
"1583619929-2697","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@909ww","7lm909","#العلاوه_السنويه58 عام جديد ومستمرين بالمطالبة بنشاط اكثر من السابقpic.twitter.com/u5LMEMMgOK","2","185","135","1566674555000","12:22 PM - 24 Aug 2019","/909ww/status/1165343665482584065"
"1583619929-2637","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@makkahnp","صحيفة مكة","قرارات #التعليم .. يقرها وزير ويلغيها آخر
http://bit.ly/32hWMg3  
@moe_gov_sa 
#صحيفة_مكةpic.twitter.com/cH6F2qyKjt","12","50","41","1566979218000","","/makkahnp/status/1166621513795219456"
"1583619929-3061","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","من أبرز الإضاءات حول #لائحة_الوظائف_التعليمية.
#مؤتمر_اللائحة_التعليميةpic.twitter.com/h95e5HztjF","44","319","300","1562847866000","5:24 AM - 11 Jul 2019","/moe_gov_sa/status/1149293366955393025"
"1583619929-2692","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@qadisiyah1967","نادي القادسية السعودي","عوداً حميداً 
صانعي الأمجاد .. ومعدي الأجيال
 #عودة_المعلمين_والمعلمات

@moe_gov_sa pic.twitter.com/yONrZjZp01","3","13","25","1566706592000","9:16 PM - 24 Aug 2019","/qadisiyah1967/status/1165478036575268864"
"1583619929-2945","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@ECPD_KSU_EDU_SA","المركز التربوي","نماذج لأنشطة المتدربين الإثرائية في برامج اللغة الإنجليزية في الأسبوع الثالث..
#التدريب_الصيفي
 @analtuwaijri  
@_KSU
@ncepd_edu 
@PYdeanship 
@iEN_tv 
@moe_gov_sa 
@COLT_KSU 
@Education_KSU 
@MSAlmoqbel
@LinaSB1pic.twitter.com/xplKVbbYak","2","6","14","1563695497000","12:51 AM - 21 Jul 2019","/ECPD_KSU_EDU_SA/status/1152848591989477376"
"1583619929-2589","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@e3lam_alula","إدارة تعليم العلا","خطوات التسجيل في خدمة النقل المدرسي
#معا_نبدأ 
@moe_gov_sa 
#وزارة_التعليم 
@Media_M_Epic.twitter.com/PRSPcK8z1Z","1","8","7","1567179717000","8:41 AM - 30 Aug 2019","/e3lam_alula/status/1167462469440327681"
"1583619929-3139","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@ibn_kathir8","ثانوية ابن كثير بطبرجل","https://t.me/akoad2020/1089  
وهذا كتاب التهيئة والاستعداد
أيضًا فيه اختلاف عن السابق
@Media_M_E @Retweet31919227 @Mualosaimi @minister_moe_sa @YYehyag @ienjoufedu @muqararataljuf  @tabarjaledu @sajmessa @aljoufedu 
@moe_gov_sa","","3","9","1562000776000","10:06 AM - 1 Jul 2019","/ibn_kathir8/status/1145740416261730305"
"1583619929-2687","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@m71_school","المتوسطة / 71 بالرياض","تم اليوم استقبال معلمات المتوسطة / 71 
بالورود والضيافة بإبداع من الوكيلة الرائعة / نورة السبيعي .
مع طموحات تصل عنان السماء بعام دراسي مبهر بإذن الله ...
@UnitActivity2 @SaudiTeachers @riyadh_edu @moe_gov_sa @NashatRiyadh @E3lam_janob @ertqariyadh @Tallumnewspic.twitter.com/u5gs7jriKm","2","10","17","1566734460000","5:01 AM - 25 Aug 2019","/m71_school/status/1165594925515325440"
"1583619929-2893","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@aimnnnnn","A","#العلاوه_السنويه23 حق وليست حافزpic.twitter.com/K65aY5xHSV","1","128","83","1564048453000","2:54 AM - 25 Jul 2019","/aimnnnnn/status/1154328996609449984"
"1583619929-2891","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@fahadjawad1","فهد بن محمد العمران","#لائحة_الوظائف_التعليمية تكلم عنها المتحدث الرسمي وكذلك المشرف العام على العلاقات والإعلام وأيضاً د. محمد الهران
أي كلام عن اللائحة لن يصدقه المعلمون لأن كل واحد يفسرها بطريقته،
الإجابات والايضاحات يجب أن تكون في اللائحة التفسيرية منعاً للاجتهاد والتأويل.
#العلاوه_السنويه23","12","132","76","1564050284000","3:24 AM - 25 Jul 2019","/fahadjawad1/status/1154336675394400257"
"1583619929-3133","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","#وزارة_التعليم توجه بتنفيذها |
مبادرة توفير الخدمة المساندة في إدارات التعليم للمرشحين والمرشحات على #الوظائف_التعليمية لتيسير إجراء المقابلات الشخصية.
https://www.moe.gov.sa/ar/news/Pages/m-t-2019-2.aspx …pic.twitter.com/G0gzucge65","136","340","308","1562042835000","9:47 PM - 1 Jul 2019","/moe_gov_sa/status/1145916821926793217"
"1583619929-2818","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@kadeja555","Kadeja AL Mosa","thank you so much
@moe_gov_sa
@ncepd_edu
@_PNU_KSA","","","1","1565372311000","","/kadeja555/status/1159881656561541120"
"1583619929-2837","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@makkahnp","صحيفة مكة","توقعات بإلغاء اشتراط المحرم للمبتعثات خارجيا

http://bit.ly/2yRMFlr 
@moe_gov_sa
#وزارة_التعليم
#صحيفة_مكةpic.twitter.com/0pRjPUn7Wm","27","46","33","1565060461000","","/makkahnp/status/1158573662775193602"
"1583619929-2666","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@shddi_3bdo","شدي ""بالياء"" 🖤 🎻","Congratulations you deserve it","1","1","","1566840583000","10:29 AM - 26 Aug 2019","/shddi_3bdo/status/1166040038712520704"
"1583619929-2975","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@aimnnnnn","A","باقي موضوع #العلاوه_السنويه16 نطالب بعدم ربطها بالرخصه بحيث انه حقق من حقوقناpic.twitter.com/KpN0QWrPSR","34","1.6K","1.0K","1563639855000","9:24 AM - 20 Jul 2019","/aimnnnnn/status/1152615209032409088"
"1583619929-2696","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@Saudi_Gazette","Saudi Gazette","#Saudi @moe_gov_sa, represented by the Curriculum Department, has made modifications in some parts of the social studies and citizenship subjects pertaining to the #historical aspect of the #Ottoman Empire.http://bit.ly/2HoqQOJ","","2","2","1566675000000","12:30 PM - 24 Aug 2019","/Saudi_Gazette/status/1165345531348029440"
"1583619929-3153","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@na_if30","نايف ((الشقردي))  💙 💙 💙 🇸🇦","لماذا لم يتم القبول رغم انه موجود في نتائج المفاضله من هم اقل من ناحية النقاطpic.twitter.com/guadHQhJ7x","1","1","","1561944487000","6:28 PM - 30 Jun 2019","/na_if30/status/1145504320143732736"
"1583619929-3028","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@oihm1","إبراهيم العُمري","بارك الله فيكن سعادة المساعدة  أ . نجلاء الشامان وفي  صاحبات السعادة من موهبة والزميلات في مركز وإدارة الموهوبات والطالبات المميزات والأسر الكريمة ... شكرًا وزارة التعليم ... عشت موطني .pic.twitter.com/ALkrh4lWHq","3","13","17","1563114570000","7:29 AM - 14 Jul 2019","/oihm1/status/1150412006060695552"
"1583619929-2865","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@qunedu","تعليم القنفذة","حدث اليوم |

سعادة مدير #تعليم_القنفذة بالإنابة الدكتور محمود العلواني يجتمع باللجنة المشكلة ( المباني-خدمات الطلاب-المشتريات) لصرف المستحقات في عملية الطفولة المبكرة للعمليات التي تم الانتهاء منها
#الملف_الإعلامي_بوزارة_التعليم
@moe_gov_sa pic.twitter.com/7ODbSjO4Vn","","12","13","1564494647000","6:50 AM - 30 Jul 2019","/qunedu/status/1156200468156227585"
"1583619929-3052","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@M7_MF1","محمد القحطاني","كل شغلكم الشاغل هو راتب المعلم والتضييق عليه وهو اكثر مهنة تربيه وتعليم وقدوة وصبر ، نربي اولاد الناس ونقعد معهم اكثر من عيالنا ، لاتقتربون من راتبه وعلاوته وعطوه تحفيز بدلا من التضييق ، اهتموا بالمباني وقلتها وقلة التوظيف وتكدس الطلاب فالفصول ، تبون انتاج في الطلاب وانتم كذا؟","37","250","265","1562860878000","9:01 AM - 11 Jul 2019","/M7_MF1/status/1149347945210425344"
"1583619929-2699","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","التقى قيادات التعليم واطمأن على تجهيزات العام الدراسي...
#وزير_التعليم: تفعيل مهمة الإشراف التربوي وتعزيز نواتج التعلم يعكسان تطور العملية التعليمية
https://www.moe.gov.sa/ar/news/Pages/l-m-1440-5.aspx …pic.twitter.com/ColSBPGIMo","139","519","421","1566669906000","11:05 AM - 24 Aug 2019","/moe_gov_sa/status/1165324164720451584"
"1583619929-2913","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-07-01%20until%3A2019-08-31&src=typd&lang=en","@jsh1jsh1","مكتب تعليم شرق جدة بنات","حفظ الله قيادتنا الرشيدة 
وأمدها بعونه وتوفيقه على  
قرار#مجلس_الوزراء تفويض
 #وزير_التعليم صلاحية تعديل #لائحة_تقويم_الطالب 
الموافق عليها 
بقرار اللجنة العليا لسياسة 
التعليم في المملكة العربية السعودية 
رقم ( 53 / ق / ع ) 
وتاريخ 1 / 3 / 1426هـ .@moe_gov_sa @jsh1jsh1pic.twitter.com/pCM2LClMan","","11","10","1563896283000","8:38 AM - 23 Jul 2019","/jsh1jsh1/status/1153690747306201088"
