web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1583860419-6036","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@5fo_o8","نبض ،","#العاطلين_ياوزير_التعليم

ليس بمجهولٍ عنكم كمية الاحتياج والعجز الحاصل في معظم مدارس التعليم العام .
ويقابله التكدس بأعداد العاطلين والمستوفين للشروط والراغبين في خدمة الوطن والتعليم .

كل مانطالبه هو احتياج وظيفي حقيقي يرضي الجميع .
@minister_moe_sa @moe_gov_sa","64","844","454","1579641027000","1:10 PM - 21 Jan 2020","/5fo_o8/status/1219728991109644288"
"1583860419-6150","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@Ithra","إثراء","بالتعاون مع وزارة التعليم @moe_gov_sa؛ نُقدم لكم حاضنة #إثراء المركز التعليمي المستدام الذي يقام في منطقتي القصيم وحائل لمدة ثلاثة فصول دراسية بهدف تأهيل المعلمين والمعلمات والطلاب والطالبات بشتى المجالات.
 http://ow.ly/mxwL30q8OtR pic.twitter.com/PQIsfZsIxr","2","32","41","1578844838000","8:00 AM - 12 Jan 2020","/Ithra/status/1216389533215940609"
"1583860419-5771","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","#معاً_ضد_التنمر حملة توعوية تطلقها #وزارة_التعليم؛ للحفاظ على سلوك الطلاب، وتوفير البيئة التعليمية المناسبة.pic.twitter.com/eUd32ijO2T","61","1.4K","842","1581336669000","4:11 AM - 10 Feb 2020","/moe_gov_sa/status/1226841028432453633"
"1583860419-6245","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@deem_G1","deem_0b","بعيد دراسه ثالث ثانوي عادي ؟؟؟ لان شهادتي مضى عليها اكثر من ٥ سنوات وابغا اكمل دراسه فالجامعه السؤال هل الجامعه تقبل اي عُمر  ؟؟؟؟؟؟؟؟؟ ولا لهم شروط كمان","","","","1577845740000","6:29 PM - 31 Dec 2019","/deem_G1/status/1212199010246807553"
"1583860419-5829","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@1388hh","كاتب سعودي","اندية الاحياء بين الواقع والمأمول 
#شركة_تطوير_للخدمات_التعليمية
#موظفين_انديه_الحي_يعملون_بلا_رواتب
@minister_moe_sa 
@t4edu 
@moe_gov_sa 
@nsclubspic.twitter.com/LwOHXtn2Lo","11","193","21","1581113755000","2:15 PM - 7 Feb 2020","/1388hh/status/1225906061481213952"
"1583860419-5518","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@ADEL_MARDI","عادل المرضي","في كوريا الجنوبية تم ايقاف الدراسة 
بسبب كورونا وتحولت المدارس للتعليم عن طريق online من الابتدائي الى الجامعات 
وهناك برامج مثل hangout يتم التواصل خلالها لشرح الدروس وحل الواجبات. 

السؤال هل لدى وزارات التعليم والمدارس في الدول العربية مثل هذه الخطة
@moe_gov_sa 
@DarAlforsan","6","19","15","1582720116000","4:28 AM - 26 Feb 2020","/ADEL_MARDI/status/1232643625592467456"
"1583860419-6131","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@guriatedu_gov","إدارة تعليم القريات","#تقديم_اختبارات_الفصل_الثاني
#تعليم_القريات
#وزارة_التعليم
@moe_gov_sa @Media_M_E  @DR_M_Althobait  @minister_moe_sapic.twitter.com/cibZXhzR6x","","25","11","1579016125000","7:35 AM - 14 Jan 2020","/guriatedu_gov/status/1217107962256293891"
"1583860419-5525","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","#وزير_التعليم يزور ثانوية التكنولوجيا التطبيقية في مدينة عجمان، ويطلع على الفصول الدراسية والورش والمختبرات، وتجربة المناهج المتخصصة في العلوم والهندسة والإلكترونيات، وخطط مواءمة المخرجات مع سوق العمل.pic.twitter.com/2tdynT8fOJ","14","306","218","1582711085000","1:58 AM - 26 Feb 2020","/moe_gov_sa/status/1232605746241712130"
"1583860419-5790","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@4000_12","ب/12 بالقريات","#تعليم_القريات
 #معا_ضد_التنمر بالتعاون مابين المعلمين والادارة والارشاد ينشكل درع واقي لطلابنا وطالباتنا في مدارسنا ضد التنمر سواء المتنمرين والمتنمر عليهم وننشر الوعي بأهمية بناء الشخصية السوية .
@moe_gov_sa 
@guriatedu_gov 
@DR_M_Althobait 
@Media_M_E
@e3lam_trbwe","","8","11","1581268791000","9:19 AM - 9 Feb 2020","/4000_12/status/1226556326937055232"
"1583860419-5517","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@Abdulha56558969","Al_HAdi","@UNHumanRights @UNICEF @UN_Spokesperson @moe_gov_sa @Qatar_Edu @Stanford @RTErdogan @MWLOrg_en @WorldSikhOrg 
Realize, how communal riots affecting future generations...https://twitter.com/Runjhunsharmas/status/1232651999256174593 …","","","","1582724878000","5:47 AM - 26 Feb 2020","/Abdulha56558969/status/1232663600189202432"
"1583860419-6132","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@Aflajedu","إدارة تعليم الأفلاج","#مدير_التعليم د. محمد آل مغيره 
ومنسوبو #تعليم_الأفلاج 
يتقدمون بالشكر والتقدير لخادم الحرمين الشريفين الملك #سلمان_بن_عبدالعزيز ( حفظه الله) ، إثر صدور الأمر الملكي الكريم بـ #تقديم_اختبارات_الفصل_الثاني للعام الدراسي الحالي .

.

@moe_gov_sa pic.twitter.com/OoqMFBcqxV","","60","25","1579011192000","6:13 AM - 14 Jan 2020","/Aflajedu/status/1217087271419228161"
"1583860419-5760","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@3wes2030","عويس الثاطعشر  🙃","يقول الدكتور صلاح معمار  ان هناك حملة ضخمة تحاك ضده ويقول انها تغريدات مفبركة !! 
انتم ما تخلص اعذاركم اللي حسابه مخترق واللي حسابه فيه جن واللي يقول كنت  امزح  اعذاركم ما تخلص ومع ذلك ما احد مصدقكم
@SACM_USA 
@spokesp_moe 
@MSAlmoqbel 
@rbalsaud 
@moe_gov_sa 
@KhbratUSA https://twitter.com/3wes2030/status/1226214305361809409 …pic.twitter.com/2zEkOHuPK7","11","92","42","1581354577000","9:09 AM - 10 Feb 2020","/3wes2030/status/1226916138375876608"
"1583860419-6014","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","جناح #وزارة_التعليم بمعرض #بت2020 في العاصمة البريطانية #لندن يشهد إقبالاً مميزاً، بحضور شركات #تطوير_القابضة لعرض أحدث المشاريع التقنية التعليمية في المملكة ومناقشة فرص الاستثمار #Bett2020pic.twitter.com/YH0H1A7DG5","12","300","223","1579788231000","6:03 AM - 23 Jan 2020","/moe_gov_sa/status/1220346408827531264"
"1583860419-5780","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@dwadmisa","إدارة تعليم الدوادمي","ماذا تعرف عن التنمر ؟ 
استطلاع لمجتمع #تعليم_الدوادمي ، تزامنًا مع أسبوع التوعية عن التنمر تحت شعار  #معاً_ضد_التنمر  (١)
#الملف_الإعلامي_بوزارة_التعليم 
#وزارة_التعليم 
@Media_M_E 
@moe_gov_sa pic.twitter.com/QaDZ2vmZvy","","11","7","1581316460000","10:34 PM - 9 Feb 2020","/dwadmisa/status/1226756267361869825"
"1583860419-5481","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@edueast_sa","إدارة تعليم الشرقية","#تعليم_الشرقية_في_أسبوع
@moe_gov_sa 
@Media_M_Epic.twitter.com/lJGL5DOmpp","19","163","139","1582906872000","8:21 AM - 28 Feb 2020","/edueast_sa/status/1233426938661867522"
"1583860419-5479","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","تطوير للخدمات التعليمية تستعرض في #GESSDubai قصص النجاح وتبحث فرص التعاون مع بيوت الخبرة الدولية
https://www.moe.gov.sa/ar/news/Pages/b-2020-65e.aspx …pic.twitter.com/nDVxl4UCmR","11","214","161","1582909837000","9:10 AM - 28 Feb 2020","/moe_gov_sa/status/1233439373124829185"
"1583860419-6172","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@abusulayman","Muna AbuSulayman منى","تحجيم مستقبل الشباب التعليمي للحد من البطالة employability  خطر لأن سوق العمل متغير بطريقة جذرية كل عدة سنوات.

النجاح هو ان يكون الشباب المتخرجين منافسين دولياً Globally Competitive ولديهم كم هائل من المعرفة العالمية و المهارات المتأقلمة و متشربين بالمواطنة الصالحة.
@moe_gov_sa","10","7","36","1578396488000","3:28 AM - 7 Jan 2020","/abusulayman/status/1214509015461441536"
"1583860419-6224","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@Ashers2019","Ashleigh Watson","What rubbish you espouse!","","","","1577866470000","12:14 AM - 1 Jan 2020","/Ashers2019/status/1212285957375959040"
"1583860419-6130","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@namasedu","إدارة تعليم النماص","أسرة التعليم بمحافظة #النماص
ترفع جزيل الشكر وصادق العرفان لمقام سيدي #خادم_الحرمين_الشريفين على اللفتة الأبوية و كريم الرعاية
لأبنائه وبناته الطلاب والطالبات بتقديم موعد #اختبارات_الفصل_الدراسي_الثاني لهذا العام.
@minister_moe_sa
@moe_gov_sa
@Media_M_E
@spokesp_moepic.twitter.com/3J2WRxzZkc","","32","23","1579024319000","9:51 AM - 14 Jan 2020","/namasedu/status/1217142328542089222"
"1583860419-5705","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@edueast_sa","إدارة تعليم الشرقية","#تعليم_الشرقية
بحضور مساعد تعليم شرق الدمام مراد الفلاح ومشرفَي التوجيه والإرشاد و النشاط 
أقامت ابتدائية بدر الكبرى 
حفل تكريم للمتفوقين في الفصل الدراسي الأول لعام ١٤٤١هـ
@moe_gov_sa
@Media_M_Epic.twitter.com/P7Q6LxNDIs","1","10","19","1581589810000","2:30 AM - 13 Feb 2020","/edueast_sa/status/1227902780247101447"
"1583860419-5835","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@gudwa1439","انتماء تعليم القنفذة","فيديو|

مشاهد من تنفيذ اطفال روضة وابتدائية المعقص بنات  لتعزيز اللغة العربية لدى الاطفال 
   ضمن فعاليات مبادرة  #انتماء_تعليم_القنفذه
#تعليم_القنفذه
@m_zahmi
@MultaqaMakkah 
@moe_gov_sa 
 pic.twitter.com/QRblJ0NDAN","1","18","27","1581022206000","12:50 PM - 6 Feb 2020","/gudwa1439/status/1225522075860905986"
"1583860419-5865","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@guriatedu_gov","إدارة تعليم القريات","(طموح .. عطاء .. إنجاز) ثلاثي نجاح لملتقى (القيادة المدرسية) #بتعليم_القريات
@moe_gov_sa @Media_M_E @DR_M_Althobait
https://edu.moe.gov.sa/Quriat/MediaCenter/News/Pages/q1280.aspx …pic.twitter.com/bfdkC2JUmw","","26","11","1580821719000","5:08 AM - 4 Feb 2020","/guriatedu_gov/status/1224681173143650304"
"1583860419-5738","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@mo91269735","mo","This is ur problem","","","","1581448022000","11:07 AM - 11 Feb 2020","/mo91269735/status/1227308079013822467"
"1583860419-5861","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@yanbuedu132","الإعلام التربوي","تعليم ينبع"" يعلن بدء التسجيل في الروضة الـ 14 للفصل الثاني
https://sabq.org/J8K47p 
#تعليم_ينبع 
#وزارة_التعليم 
@Media_M_E @moe_gov_sa","1","48","24","1580839838000","10:10 AM - 4 Feb 2020","/yanbuedu132/status/1224757168584515584"
"1583860419-6186","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","#وزارة_التعليم ولغة ""برايل"".. اهتمام متواصل منذ 62 عاماً
#اليوم_العالمي_للغة_برايل
https://www.moe.gov.sa/ar/news/Pages/br-2019-76.aspx …pic.twitter.com/5WpYIlixH1","43","472","342","1578225126000","3:52 AM - 5 Jan 2020","/moe_gov_sa/status/1213790270715768833"
"1583860419-5672","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@ts_3484","𝐓𝐚𝐞𝐟","Nothing is impossible when Allah is by your side ..

#وزارة_التعليم 
#فيروس_كورونا
@minister_moe_sa @nshat5w @IshrafWasat @moe_gov_sa
@SSchool_57","","1","2","1581871731000","8:48 AM - 16 Feb 2020","/ts_3484/status/1229085242427879425"
"1583860419-5825","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@namasedu","إدارة تعليم النماص","جهود التعليم في مواجهة #التنمر
إعداد دليل إجرائي للسلوك والمواظبة 
إنشاء وحدات خدمات إرشادية
تطبيق برنامج الحد من إيذاءالأطفال
برنامج رفق الإرشادي
مشروع التغلب على سلوك عنف الأطفال
خط مساندة الطفل11611
https://m.facebook.com/story.php?story_fbid=2834065019947615&id=310936028927206 …
@moe_gov_sa
@minister_moe_sa 
@spokesp_moe 
@Media_M_Epic.twitter.com/Rh63TND54x","1","29","23","1581154065000","1:27 AM - 8 Feb 2020","/namasedu/status/1226075130348081152"
"1583860419-6181","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","د.آل الشيخ يمنح مديري التعليم صلاحية ""تعليق الدراسة""
https://www.moe.gov.sa/ar/news/Pages/rt-1441-y.aspx …pic.twitter.com/e6wXFu7VX7","184","2.0K","1.2K","1578323482000","7:11 AM - 6 Jan 2020","/moe_gov_sa/status/1214202805126336514"
"1583860419-6030","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","افتتح ملتقى ""المواطنة والقيم الإنسانية المشتركة""..
#وزير_التعليم: مهمتنا إعداد جيل محب لوطنه وقيادته ومتسلح بالمعرفة والمهارة ومؤمن بقيم الحوار والتعايش مع الآخر
https://www.moe.gov.sa/ar/news/Pages/d-h-2020-87.aspx …pic.twitter.com/hZaijZrt5R","23","542","323","1579698092000","5:01 AM - 22 Jan 2020","/moe_gov_sa/status/1219968337377144838"
"1583860419-5510","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@adu_mudhaylif","مكتب تعليم المظيلف","ضمن مبادرة #مكتب_التعليم_بالمظيلف (وهج التميز) والتي تعنى وتهتم بالمتميزين وأصحاب الأثر التربوي الفاعل بالميدان وتعريف المجتمع بهم وبإنجازاتهم والاحتفاء بهم 
**معلم التربية الإسلامية - متوسطة وثانوية دوقة
@moe_gov_sa
 @Media_M_E
 @qunedu
@m_zahmipic.twitter.com/XCsuL4jr3k","1","8","13","1582780475000","9:14 PM - 26 Feb 2020","/adu_mudhaylif/status/1232896791311536129"
"1583860419-5604","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@RCPIreland","RCPI International","Are you a doctor from Saudi Arabia interested in Internal Medicine? Apply now for our International Residency Training Programme in Internal Medicine. Apply before 2 March. Visit https://bit.ly/3bmHprM  or email LaurenDolphin@RCPI.IE for details. @SchsOrg @moe_gov_sa pic.twitter.com/8GgwMK12sm","","3","4","1582218960000","9:16 AM - 20 Feb 2020","/RCPIreland/status/1230541624280834050"
"1583860419-6242","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@35qKr","‏ الاعلامي / عبداللطيف الشاعر","الان اخي ايوب دخلنا في رؤية  2030 وبإذن الله يتحقق لجميع احياء شرق جدة كل ماينقصها من مشاريع من سفلتة وانارة وصرف صحي ومستشفى وإدارة للمرور وأخرى لشرطة  وغيرها من مشاريع البنى التحتية في ضَل امن واستقرار بلاد الحرمين الشريفين المملكة العربية السعودية حفضها الله ورعاهاوأدام عزها ،","","3","5","1577850617000","7:50 PM - 31 Dec 2019","/35qKr/status/1212219466618150913"
"1583860419-5653","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@shahadxj","_shahadxj","The story of the infectious coronavirus began in Wuhan, central China, but the details have spread and branched out across the globe.
#وزارة_التعليم 
#فيروس_كورونا 
.
@moe_gov_sa @nshat5w @IshrafWasat @minister_moe_sa @SSchool_57","","1","1","1581964219000","10:30 AM - 17 Feb 2020","/shahadxj/status/1229473165090443265"
"1583860419-5641","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@adu_mudhaylif","مكتب تعليم المظيلف","ضمن مبادرة #مكتب_التعليم_بالمظيلف (وهج المظيلف) والتي تعنى وتهتم بالمتميزين وأصحاب الأثر التربوي الفاعل بالميدان وتعريف المجتمع بهم وبإنجازاتهم والاحتفاء بهم 
**المرشد الطلابي بمدرسة الحليفة الابتدائية
@moe_gov_sa
 @Media_M_E
 @qunedu
@m_zahmipic.twitter.com/fZWcTjXfLF","6","9","19","1582039086000","7:18 AM - 18 Feb 2020","/adu_mudhaylif/status/1229787180647796737"
"1583860419-6110","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2020-01-01%20until%3A2020-02-29&src=typd&lang=en","@Otmanj1","Jamil Alothman","Dear Dr. Saleh thanks for the information may God protect all","","","","1579176851000","4:14 AM - 16 Jan 2020","/Otmanj1/status/1217782095684231168"
